kaynak_onek,conf_esigi,goruntu_sayisi,gercek_kutu,dogru_bulunan_tp,kacirilan_fn,recall,yanlis_pozitif_fp,fp_goruntu_basina,precision,sure_saniye_goruntu_basina,kosu_model,kosu_bolum,kosu_birlesik_bolumler,kosu_onek_filtresi,kosu_goruntu_sayisi,kosu_karo_boyutu,kosu_ortusme_orani,kosu_perform_standard_pred,kosu_postprocess_type,kosu_postprocess_match_metric,kosu_iou_esigi,kosu_cihaz,kosu_tarama_notu,kosu_gecerlilik_notu,kosu_surum_python,kosu_surum_ultralytics,kosu_surum_sahi,kosu_surum_torch,kosu_tarih,kosu_komut
BRK,0.15,155,216,86,130,0.3981,106,0.68,0.4479,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
BRK,0.3,155,216,67,149,0.3102,32,0.21,0.6768,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
VRD,0.05,340,205,161,44,0.7854,3060,9.0,0.05,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
VRD,0.15,340,205,127,78,0.6195,711,2.09,0.1516,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
VRD,0.3,340,205,84,121,0.4098,167,0.49,0.3347,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
TRS,0.05,49,130,40,90,0.3077,167,3.41,0.1932,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
TRS,0.15,49,130,27,103,0.2077,35,0.71,0.4355,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
TRS,0.3,49,130,16,114,0.1231,11,0.22,0.5926,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
BRS,0.05,66,102,38,64,0.3725,1675,25.38,0.0222,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
BRS,0.15,66,102,22,80,0.2157,285,4.32,0.0717,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
BRS,0.3,66,102,7,95,0.0686,39,0.59,0.1522,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
BRA,0.05,74,100,18,82,0.18,866,11.7,0.0204,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
BRA,0.15,74,100,8,92,0.08,139,1.88,0.0544,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
BRA,0.3,74,100,5,95,0.05,30,0.41,0.1429,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
JAS,0.05,186,98,71,27,0.7245,1663,8.94,0.0409,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
JAS,0.15,186,98,54,44,0.551,274,1.47,0.1646,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
JAS,0.3,186,98,37,61,0.3776,57,0.31,0.3936,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
SB,0.05,40,96,33,63,0.3438,155,3.88,0.1755,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
SB,0.15,40,96,20,76,0.2083,37,0.93,0.3509,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
SB,0.3,40,96,9,87,0.0938,12,0.3,0.4286,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
RAK,0.05,80,51,43,8,0.8431,271,3.39,0.1369,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
RAK,0.15,80,51,32,19,0.6275,68,0.85,0.32,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
RAK,0.3,80,51,20,31,0.3922,20,0.25,0.5,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
BLI,0.05,9,46,25,21,0.5435,33,3.67,0.431,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
BLI,0.15,9,46,14,32,0.3043,6,0.67,0.7,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
BLI,0.3,9,46,9,37,0.1957,1,0.11,0.9,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
CAP,0.05,64,44,36,8,0.8182,72,1.12,0.3333,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
CAP,0.15,64,44,31,13,0.7045,29,0.45,0.5167,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
CAP,0.3,64,44,27,17,0.6136,14,0.22,0.6585,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
CAB,0.05,8,34,7,27,0.2059,8,1.0,0.4667,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
CAB,0.15,8,34,4,30,0.1176,2,0.25,0.6667,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
CAB,0.3,8,34,3,31,0.0882,0,0.0,1.0,5.96,yolo11n.pt,hepsi,train+valid+test,hepsi,1579,512,0.2,False,NMS,IOU,0.3,cpu,"tek tarama conf=0.05, yuksek esikler filtrelendi",Bu olcum train+valid+test bolumlerini birlestiriyor. Model henuz egitilmedigi ve hicbir goruntuyu gormedigi icin gecerlidir; Hafta 3'te egitim yapildiktan sonra bu kosu tekrarlanamaz.,3.13.1,8.4.144,0.12.6,2.14.0,2026-09-11 12:03:18,scripts/01_taban_cizgisi.py --bolum hepsi --limit 0 --onek-bazinda --cikti reports/taban_cizgisi_onek.csv
